Page,Date,Clicks,Impressions,Position
https://vantive.io/pricing,2026-04-01,190,3140,5.6
https://vantive.io/pricing,2026-05-01,177,2134,9.1
https://vantive.io/pricing,2026-06-01,153,2428,4.5
https://vantive.io/pricing,2026-07-01,164,2025,10.6
https://vantive.io/pricing,2026-08-01,175,3150,6.5
https://vantive.io/pricing,2026-09-01,170,2788,8.8
https://vantive.io/demo,2025-10-01,37,645,4.6
https://vantive.io/demo,2025-11-01,42,513,4.1
https://vantive.io/demo,2025-12-01,44,713,10.8
https://vantive.io/demo,2026-01-01,43,653,10.2
https://vantive.io/demo,2026-02-01,40,591,8.6
https://vantive.io/demo,2026-03-01,39,484,5.6
https://vantive.io/demo,2026-04-01,38,689,5.4
https://vantive.io/demo,2026-05-01,42,516,6.4
https://vantive.io/demo,2026-06-01,38,593,7.2
https://vantive.io/demo,2026-07-01,38,514,11.5
https://vantive.io/demo,2026-08-01,40,630,6.8
https://vantive.io/demo,2026-09-01,38,586,7.5
https://vantive.io/customers/northwind,2025-10-01,18,317,12.9
https://vantive.io/customers/northwind,2025-11-01,19,237,5.5
https://vantive.io/customers/northwind,2025-12-01,20,253,8.8
https://vantive.io/customers/northwind,2026-01-01,20,365,4.7
https://vantive.io/customers/northwind,2026-02-01,20,257,7.5
https://vantive.io/customers/northwind,2026-03-01,21,318,6.2
https://vantive.io/customers/northwind,2026-04-01,20,345,7.7
https://vantive.io/customers/northwind,2026-05-01,21,331,5.3
https://vantive.io/customers/northwind,2026-06-01,17,287,11.1
https://vantive.io/customers/northwind,2026-07-01,18,203,12.6
https://vantive.io/customers/northwind,2026-08-01,20,378,6.6
https://vantive.io/customers/northwind,2026-09-01,20,377,12.4
https://vantive.io/customers/acme-logistics,2025-10-01,12,215,4.5
https://vantive.io/customers/acme-logistics,2025-11-01,13,146,11.4
https://vantive.io/customers/acme-logistics,2025-12-01,13,169,9.3
https://vantive.io/customers/acme-logistics,2026-01-01,14,173,12.3
https://vantive.io/customers/acme-logistics,2026-02-01,15,278,5.6
https://vantive.io/customers/acme-logistics,2026-03-01,13,209,5.7
https://vantive.io/customers/acme-logistics,2026-04-01,14,251,8.5
https://vantive.io/customers/acme-logistics,2026-05-01,12,159,6.4
https://vantive.io/customers/acme-logistics,2026-06-01,12,220,5.6
https://vantive.io/customers/acme-logistics,2026-07-01,12,148,9.4
https://vantive.io/customers/acme-logistics,2026-08-01,13,210,5.9
https://vantive.io/customers/acme-logistics,2026-09-01,15,212,8.9
https://vantive.io/glossary/pipeline-coverage,2025-10-01,14,233,11.2
https://vantive.io/glossary/pipeline-coverage,2025-11-01,15,244,10.2
https://vantive.io/glossary/pipeline-coverage,2025-12-01,17,315,7.4
https://vantive.io/glossary/pipeline-coverage,2026-01-01,17,304,13.0
https://vantive.io/glossary/pipeline-coverage,2026-02-01,14,189,11.9
https://vantive.io/glossary/pipeline-coverage,2026-03-01,15,276,6.4
https://vantive.io/glossary/pipeline-coverage,2026-04-01,14,245,10.0
https://vantive.io/glossary/pipeline-coverage,2026-05-01,14,245,8.1
https://vantive.io/glossary/pipeline-coverage,2026-06-01,13,206,10.3
https://vantive.io/glossary/pipeline-coverage,2026-07-01,13,172,10.3
https://vantive.io/glossary/pipeline-coverage,2026-08-01,13,178,5.7
https://vantive.io/glossary/pipeline-coverage,2026-09-01,15,224,7.8
https://vantive.io/glossary/sales-velocity,2025-10-01,15,208,5.7
https://vantive.io/glossary/sales-velocity,2025-11-01,14,241,7.3
https://vantive.io/glossary/sales-velocity,2025-12-01,17,226,11.0
https://vantive.io/glossary/sales-velocity,2026-01-01,16,208,8.7
https://vantive.io/glossary/sales-velocity,2026-02-01,15,170,8.6
https://vantive.io/glossary/sales-velocity,2026-03-01,14,154,5.0
https://vantive.io/glossary/sales-velocity,2026-04-01,15,255,7.0
https://vantive.io/glossary/sales-velocity,2026-05-01,14,166,12.8
https://vantive.io/glossary/sales-velocity,2026-06-01,13,172,8.5
https://vantive.io/glossary/sales-velocity,2026-07-01,13,162,10.4
https://vantive.io/glossary/sales-velocity,2026-08-01,15,215,6.3
https://vantive.io/glossary/sales-velocity,2026-09-01,15,279,9.7
https://vantive.io/glossary/net-revenue-retention,2025-10-01,31,423,4.2
https://vantive.io/glossary/net-revenue-retention,2025-11-01,34,516,7.4
https://vantive.io/glossary/net-revenue-retention,2025-12-01,38,455,9.9
https://vantive.io/glossary/net-revenue-retention,2026-01-01,37,488,4.6
https://vantive.io/glossary/net-revenue-retention,2026-02-01,36,546,7.8
https://vantive.io/glossary/net-revenue-retention,2026-03-01,37,455,8.7
https://vantive.io/glossary/net-revenue-retention,2026-04-01,30,444,4.6
https://vantive.io/glossary/net-revenue-retention,2026-05-01,33,426,5.7
https://vantive.io/glossary/net-revenue-retention,2026-06-01,33,404,7.2
https://vantive.io/glossary/net-revenue-retention,2026-07-01,29,359,8.8
https://vantive.io/glossary/net-revenue-retention,2026-08-01,30,433,12.0
https://vantive.io/glossary/net-revenue-retention,2026-09-01,35,614,10.5
